期号,数字,触发极冷位置,触发位置遗漏期数,其他位置1,位置1遗漏期数,其他位置2,位置2遗漏期数
7025,0,百位,713,十位,6,个位,37
7026,0,百位,714,十位,7,个位,38
7027,0,百位,715,十位,8,个位,0
7028,0,百位,716,十位,9,个位,1
7029,0,百位,717,十位,10,个位,2
7030,0,百位,718,十位,11,个位,3
7031,0,百位,719,十位,12,个位,4
7032,0,百位,720,十位,0,个位,5
7033,0,百位,721,十位,1,个位,6
7034,0,百位,722,十位,2,个位,7
7035,0,百位,723,十位,3,个位,8
7037,0,百位,724,十位,4,个位,9
7038,0,百位,725,十位,0,个位,10
7040,0,百位,726,十位,0,个位,11
7041,0,百位,727,十位,1,个位,12
7042,0,百位,728,十位,2,个位,13
7043,0,百位,729,十位,3,个位,14
7044,0,百位,730,十位,4,个位,15
7046,0,百位,731,十位,5,个位,16
7046,2,十位,56,百位,5,个位,28
7047,0,百位,732,十位,6,个位,17
7047,2,十位,57,百位,6,个位,29
7048,0,百位,733,十位,7,个位,18
7048,2,十位,58,百位,7,个位,30
7049,0,百位,734,十位,8,个位,19
7049,2,十位,59,百位,8,个位,0
7050,0,百位,735,十位,9,个位,0
7050,2,十位,60,百位,9,个位,1
7051,0,百位,736,十位,10,个位,1
7051,2,十位,61,百位,10,个位,2
7052,0,百位,737,十位,11,个位,2
7052,2,十位,62,百位,0,个位,3
7053,0,百位,738,十位,12,个位,3
7053,2,十位,63,百位,1,个位,4
7054,0,百位,739,十位,0,个位,4
7054,2,十位,64,百位,2,个位,0
7056,0,百位,740,十位,1,个位,5
7056,2,十位,65,百位,3,个位,1
7057,0,百位,741,十位,2,个位,6
7057,2,十位,66,百位,0,个位,2
7058,0,百位,742,十位,3,个位,7
7058,2,十位,67,百位,1,个位,3
7059,0,百位,743,十位,4,个位,8
7059,2,十位,68,百位,2,个位,4
7060,0,百位,744,十位,5,个位,9
7061,0,百位,745,十位,6,个位,10
7062,0,百位,746,十位,7,个位,11
7063,0,百位,747,十位,8,个位,12
7064,0,百位,748,十位,9,个位,13
7064,6,百位,56,十位,0,个位,36
7065,0,百位,749,十位,10,个位,0
7065,6,百位,57,十位,1,个位,37
7066,0,百位,750,十位,11,个位,1
7066,6,百位,58,十位,0,个位,38
7067,0,百位,751,十位,12,个位,2
7068,0,百位,752,十位,13,个位,3
7069,0,百位,753,十位,0,个位,4
7070,0,百位,754,十位,1,个位,5
7071,0,百位,755,十位,2,个位,6
7073,0,百位,756,十位,3,个位,7
7074,0,百位,757,十位,4,个位,8
7075,0,百位,758,十位,0,个位,9
7076,0,百位,759,十位,1,个位,10
7077,0,百位,760,十位,2,个位,11
7078,0,百位,761,十位,3,个位,12
7079,0,百位,762,十位,4,个位,13
7080,0,百位,763,十位,5,个位,14
7081,0,百位,764,十位,6,个位,15
7083,0,百位,765,十位,7,个位,16
7085,0,百位,766,十位,0,个位,17
7087,0,百位,767,十位,1,个位,18
7088,0,百位,768,十位,2,个位,19
7089,0,百位,769,十位,3,个位,20
7090,0,百位,770,十位,4,个位,21
7091,0,百位,771,十位,5,个位,22
7092,0,百位,772,十位,6,个位,0
7093,0,百位,773,十位,7,个位,1
7095,0,百位,774,十位,8,个位,2
7096,0,百位,775,十位,9,个位,3
7097,0,百位,776,十位,10,个位,4
7098,0,百位,777,十位,11,个位,5
7099,0,百位,778,十位,12,个位,6
7100,0,百位,779,十位,0,个位,7
7101,0,百位,780,十位,1,个位,8
7102,0,百位,781,十位,2,个位,9
7103,0,百位,782,十位,3,个位,10
7104,0,百位,783,十位,4,个位,11
7105,0,百位,784,十位,5,个位,12
7106,0,百位,785,十位,6,个位,13
7107,0,百位,786,十位,7,个位,14
7108,0,百位,787,十位,8,个位,15
7109,0,百位,788,十位,9,个位,16
7110,0,百位,789,十位,10,个位,17
7111,0,百位,790,十位,11,个位,18
7112,0,百位,791,十位,12,个位,19
7113,0,百位,792,十位,13,个位,20
7114,0,百位,793,十位,14,个位,21
7115,0,百位,794,十位,15,个位,22
7116,0,百位,795,十位,16,个位,23
7117,0,百位,796,十位,17,个位,24
7118,0,百位,797,十位,18,个位,25
7119,0,百位,798,十位,19,个位,26
7120,0,百位,799,十位,20,个位,27
7122,0,百位,800,十位,21,个位,28
7123,0,百位,801,十位,22,个位,0
7124,0,百位,802,十位,23,个位,1
7125,0,百位,803,十位,24,个位,2
7127,0,百位,804,十位,25,个位,3
7128,0,百位,805,十位,0,个位,4
7129,0,百位,806,十位,1,个位,5
7130,0,百位,807,十位,2,个位,6
7131,0,百位,808,十位,3,个位,7
7132,0,百位,809,十位,4,个位,8
7133,0,百位,810,十位,5,个位,9
7135,0,百位,811,十位,6,个位,10
7136,0,百位,812,十位,7,个位,11
7137,0,百位,813,十位,8,个位,12
7139,0,百位,814,十位,9,个位,13
7141,0,百位,815,十位,10,个位,14
7142,0,百位,816,十位,11,个位,15
7143,0,百位,817,十位,12,个位,16
7144,0,百位,818,十位,13,个位,17
7146,0,百位,819,十位,14,个位,18
7147,0,百位,820,十位,15,个位,0
7148,0,百位,821,十位,16,个位,1
7149,0,百位,822,十位,17,个位,2
7150,0,百位,823,十位,18,个位,3
7151,0,百位,824,十位,19,个位,4
7152,0,百位,825,十位,20,个位,5
7153,0,百位,826,十位,21,个位,6
7154,0,百位,827,十位,22,个位,7
7155,0,百位,828,十位,23,个位,8
7156,0,百位,829,十位,24,个位,9
7158,0,百位,830,十位,25,个位,10
7159,0,百位,831,十位,26,个位,11
7160,0,百位,832,十位,27,个位,12
7161,0,百位,833,十位,28,个位,13
7162,0,百位,834,十位,29,个位,14
7163,0,百位,835,十位,30,个位,15
7164,0,百位,836,十位,31,个位,16
7165,0,百位,837,十位,32,个位,17
7166,0,百位,838,十位,33,个位,18
7167,0,百位,839,十位,34,个位,19
7169,0,百位,840,十位,0,个位,0
7170,0,百位,841,十位,1,个位,1
7171,0,百位,842,十位,0,个位,0
7172,0,百位,843,十位,1,个位,0
7173,0,百位,844,十位,2,个位,1
7173,4,百位,56,十位,6,个位,9
7174,0,百位,845,十位,3,个位,2
7174,4,百位,57,十位,7,个位,10
7175,0,百位,846,十位,4,个位,3
7175,4,百位,58,十位,8,个位,0
7176,0,百位,847,十位,5,个位,4
7177,0,百位,848,十位,6,个位,5
7178,0,百位,849,十位,7,个位,6
7179,0,百位,850,十位,8,个位,7
7180,0,百位,851,十位,9,个位,8
7181,0,百位,852,十位,10,个位,0
7182,0,百位,853,十位,11,个位,1
7183,0,百位,854,十位,0,个位,2
7184,0,百位,855,十位,0,个位,3
7185,0,百位,856,十位,1,个位,4
7187,0,百位,857,十位,2,个位,5
7188,0,百位,858,十位,3,个位,6
7189,0,百位,859,十位,4,个位,7
7190,0,百位,860,十位,5,个位,8
7191,0,百位,861,十位,6,个位,9
7192,0,百位,862,十位,7,个位,10
7193,0,百位,863,十位,0,个位,11
7194,0,百位,864,十位,1,个位,12
7195,0,百位,865,十位,2,个位,13
7196,0,百位,866,十位,3,个位,14
7197,0,百位,867,十位,4,个位,15
7198,0,百位,868,十位,5,个位,16
7199,0,百位,869,十位,6,个位,17
7200,0,百位,870,十位,7,个位,18
7202,0,百位,871,十位,8,个位,19
7203,0,百位,872,十位,9,个位,20
7204,0,百位,873,十位,10,个位,21
7205,0,百位,874,十位,11,个位,22
7206,0,百位,875,十位,12,个位,23
7207,0,百位,876,十位,13,个位,24
7208,0,百位,877,十位,14,个位,25
7209,0,百位,878,十位,15,个位,26
7211,0,百位,879,十位,16,个位,27
7212,0,百位,880,十位,17,个位,28
7213,0,百位,881,十位,18,个位,29
7214,0,百位,882,十位,19,个位,30
7215,0,百位,883,十位,20,个位,31
7216,0,百位,884,十位,21,个位,32
7217,0,百位,885,十位,22,个位,33
7218,0,百位,886,十位,0,个位,34
7219,0,百位,887,十位,1,个位,35
7220,0,百位,888,十位,2,个位,36
7221,0,百位,889,十位,3,个位,37
7222,0,百位,890,十位,4,个位,38
7223,0,百位,891,十位,5,个位,39
7224,0,百位,892,十位,6,个位,40
7225,0,百位,893,十位,7,个位,41
7226,0,百位,894,十位,0,个位,42
7227,0,百位,895,十位,1,个位,43
7228,0,百位,896,十位,0,个位,44
7230,0,百位,897,十位,1,个位,45
7231,0,百位,898,十位,2,个位,46
7232,0,百位,899,十位,3,个位,47
7233,0,百位,900,十位,4,个位,48
7234,0,百位,901,十位,5,个位,49
7235,0,百位,902,十位,6,个位,50
7236,0,百位,903,十位,7,个位,51
7237,0,百位,904,十位,8,个位,52
7239,0,百位,905,十位,9,个位,53
7240,0,百位,906,十位,10,个位,54
7241,0,百位,907,十位,11,个位,55
7242,0,百位,908,十位,12,个位,56
7243,0,百位,909,十位,13,个位,0
7244,0,百位,910,十位,14,个位,1
7245,0,百位,911,十位,15,个位,2
7246,0,百位,912,十位,16,个位,3
7247,0,百位,913,十位,17,个位,4
7248,0,百位,914,十位,18,个位,5
7251,0,百位,915,十位,19,个位,6
7253,0,百位,916,十位,0,个位,7
7254,0,百位,917,十位,1,个位,8
7255,0,百位,918,十位,2,个位,0
7256,0,百位,919,十位,3,个位,1
7257,0,百位,920,十位,4,个位,2
7258,0,百位,921,十位,5,个位,3
7259,0,百位,922,十位,6,个位,4
7260,0,百位,923,十位,7,个位,5
7260,5,个位,56,百位,1,十位,0
7261,0,百位,924,十位,8,个位,6
7261,5,个位,57,百位,2,十位,1
7263,0,百位,925,十位,9,个位,7
7263,5,个位,58,百位,3,十位,2
7264,0,百位,926,十位,10,个位,8
7264,5,个位,59,百位,4,十位,3
7265,0,百位,927,十位,11,个位,9
7265,5,个位,60,百位,5,十位,4
7266,0,百位,928,十位,12,个位,10
7266,5,个位,61,百位,6,十位,5
7267,0,百位,929,十位,0,个位,11
7267,5,个位,62,百位,7,十位,6
7268,0,百位,930,十位,1,个位,12
7268,5,个位,63,百位,0,十位,7
7269,0,百位,931,十位,2,个位,13
7269,5,个位,64,百位,1,十位,8
7270,0,百位,932,十位,3,个位,14
7270,5,个位,65,百位,2,十位,9
7271,0,百位,933,十位,4,个位,15
7271,5,个位,66,百位,3,十位,0
7272,0,百位,934,十位,5,个位,16
7273,0,百位,935,十位,6,个位,17
7274,0,百位,936,十位,7,个位,18
7275,0,百位,937,十位,8,个位,19
7276,0,百位,938,十位,9,个位,20
7277,0,百位,939,十位,10,个位,21
7278,0,百位,940,十位,11,个位,22
7279,0,百位,941,十位,12,个位,23
7280,0,百位,942,十位,13,个位,24
7281,0,百位,943,十位,14,个位,25
7282,0,百位,944,十位,0,个位,26
7283,0,百位,945,十位,0,个位,27
7284,0,百位,946,十位,1,个位,0
7285,0,百位,947,十位,2,个位,1
7286,0,百位,948,十位,0,个位,2
7287,0,百位,949,十位,1,个位,3
7288,0,百位,950,十位,2,个位,4
7289,0,百位,951,十位,3,个位,5
7290,0,百位,952,十位,4,个位,6
7291,0,百位,953,十位,5,个位,7
7292,0,百位,954,十位,6,个位,8
7293,0,百位,955,十位,7,个位,9
7294,0,百位,956,十位,8,个位,10
7295,0,百位,957,十位,9,个位,11
7296,0,百位,958,十位,10,个位,12
7297,0,百位,959,十位,11,个位,13
7298,0,百位,960,十位,12,个位,14
7299,0,百位,961,十位,13,个位,15
7300,0,百位,962,十位,14,个位,16
7301,0,百位,963,十位,15,个位,17
7302,0,百位,964,十位,16,个位,18
7303,0,百位,965,十位,17,个位,19
7304,0,百位,966,十位,18,个位,0
7305,0,百位,967,十位,0,个位,1
7307,0,百位,968,十位,1,个位,2
7309,0,百位,969,十位,2,个位,0
7310,0,百位,970,十位,3,个位,1
7311,0,百位,971,十位,4,个位,2
7313,0,百位,972,十位,5,个位,3
7314,0,百位,973,十位,6,个位,4
7315,0,百位,974,十位,7,个位,5
7316,0,百位,975,十位,0,个位,6
7317,0,百位,976,十位,0,个位,7
7320,0,百位,977,十位,1,个位,8
7321,0,百位,978,十位,2,个位,9
7322,0,百位,979,十位,3,个位,10
7323,0,百位,980,十位,4,个位,11
7325,0,百位,981,十位,5,个位,12
7326,0,百位,982,十位,6,个位,13
7327,0,百位,983,十位,7,个位,14
7328,0,百位,984,十位,8,个位,15
7329,0,百位,985,十位,9,个位,0
7331,0,百位,986,十位,10,个位,1
7332,0,百位,987,十位,11,个位,2
7333,0,百位,988,十位,12,个位,3
7334,0,百位,989,十位,13,个位,4
7335,0,百位,990,十位,14,个位,5
7336,0,百位,991,十位,15,个位,6
7337,0,百位,992,十位,16,个位,7
7338,0,百位,993,十位,17,个位,8
7340,0,百位,994,十位,18,个位,9
7343,0,百位,995,十位,19,个位,10
7344,0,百位,996,十位,20,个位,11
7345,0,百位,997,十位,21,个位,12
7347,0,百位,998,十位,22,个位,13
7348,0,百位,999,十位,23,个位,0
7349,0,百位,1000,十位,24,个位,1
7350,0,百位,1001,十位,25,个位,2
7352,0,百位,1002,十位,26,个位,3
7355,0,百位,1003,十位,27,个位,4
7356,0,百位,1004,十位,28,个位,5
7357,0,百位,1005,十位,29,个位,6
8001,0,百位,1006,十位,30,个位,7
8002,0,百位,1007,十位,31,个位,8
8003,0,百位,1008,十位,32,个位,0
8004,0,百位,1009,十位,33,个位,1
8005,0,百位,1010,十位,34,个位,2
8006,0,百位,1011,十位,35,个位,3
8008,0,百位,1012,十位,36,个位,4
8010,0,百位,1013,十位,0,个位,5
8011,0,百位,1014,十位,1,个位,6
8012,0,百位,1015,十位,0,个位,7
8014,0,百位,1016,十位,1,个位,0
8015,0,百位,1017,十位,2,个位,1
8016,0,百位,1018,十位,3,个位,2
8018,0,百位,1019,十位,4,个位,3
8019,0,百位,1020,十位,5,个位,4
8020,0,百位,1021,十位,6,个位,5
8021,0,百位,1022,十位,7,个位,6
8022,0,百位,1023,十位,8,个位,7
8025,0,百位,1024,十位,9,个位,8
8026,0,百位,1025,十位,10,个位,0
8028,0,百位,1026,十位,0,个位,1
8029,0,百位,1027,十位,1,个位,0
8030,0,百位,1028,十位,2,个位,0
8031,0,百位,1029,十位,3,个位,1
8032,0,百位,1030,十位,4,个位,2
8033,0,百位,1031,十位,5,个位,3
8033,1,个位,56,百位,8,十位,2
8034,0,百位,1032,十位,6,个位,0
8034,1,个位,57,百位,9,十位,3
8035,0,百位,1033,十位,7,个位,1
8035,1,个位,58,百位,10,十位,4
8036,0,百位,1034,十位,8,个位,2
8036,1,个位,59,百位,11,十位,0
8037,0,百位,1035,十位,9,个位,3
8038,0,百位,1036,十位,0,个位,4
8039,0,百位,1037,十位,1,个位,5
8040,0,百位,1038,十位,2,个位,6
8041,0,百位,1039,十位,0,个位,7
8042,0,百位,1040,十位,1,个位,8
8043,0,百位,1041,十位,2,个位,9
8044,0,百位,1042,十位,3,个位,10
8045,0,百位,1043,十位,4,个位,11
8046,0,百位,1044,十位,5,个位,12
8047,0,百位,1045,十位,0,个位,13
8048,0,百位,1046,十位,1,个位,14
8049,0,百位,1047,十位,0,个位,15
8050,0,百位,1048,十位,1,个位,16
8051,0,百位,1049,十位,2,个位,17
8052,0,百位,1050,十位,3,个位,18
8053,0,百位,1051,十位,4,个位,0
8054,0,百位,1052,十位,0,个位,1
8055,0,百位,1053,十位,1,个位,2
8056,0,百位,1054,十位,0,个位,0
8057,0,百位,1055,十位,1,个位,1
8058,0,百位,1056,十位,2,个位,0
8059,0,百位,1057,十位,3,个位,1
8060,0,百位,1058,十位,4,个位,2
8061,0,百位,1059,十位,5,个位,3
8062,0,百位,1060,十位,6,个位,4
8063,0,百位,1061,十位,7,个位,5
8064,0,百位,1062,十位,8,个位,0
8065,0,百位,1063,十位,9,个位,1
8066,0,百位,1064,十位,10,个位,2
8067,0,百位,1065,十位,11,个位,3
8068,0,百位,1066,十位,12,个位,4
8069,0,百位,1067,十位,13,个位,5
8070,0,百位,1068,十位,0,个位,6
8071,0,百位,1069,十位,1,个位,7
8072,0,百位,1070,十位,2,个位,8
8073,0,百位,1071,十位,0,个位,9
8074,0,百位,1072,十位,1,个位,10
8075,0,百位,1073,十位,2,个位,11
8076,0,百位,1074,十位,3,个位,12
8077,0,百位,1075,十位,4,个位,13
8078,0,百位,1076,十位,5,个位,14
8079,0,百位,1077,十位,6,个位,15
8080,0,百位,1078,十位,7,个位,16
8081,0,百位,1079,十位,8,个位,17
8082,0,百位,1080,十位,9,个位,18
8083,0,百位,1081,十位,10,个位,19
8084,0,百位,1082,十位,0,个位,20
8086,0,百位,1083,十位,1,个位,21
8087,0,百位,1084,十位,2,个位,22
8088,0,百位,1085,十位,3,个位,23
8090,0,百位,1086,十位,4,个位,24
8091,0,百位,1087,十位,5,个位,25
8092,0,百位,1088,十位,6,个位,0
8093,0,百位,1089,十位,7,个位,1
8094,0,百位,1090,十位,8,个位,2
8096,0,百位,1091,十位,9,个位,3
8097,0,百位,1092,十位,10,个位,0
8098,0,百位,1093,十位,11,个位,1
8099,0,百位,1094,十位,12,个位,2
8100,0,百位,1095,十位,13,个位,3
8101,0,百位,1096,十位,14,个位,4
8102,0,百位,1097,十位,15,个位,5
8103,0,百位,1098,十位,16,个位,6
8104,0,百位,1099,十位,17,个位,7
8105,0,百位,1100,十位,18,个位,8
8107,0,百位,1101,十位,19,个位,9
8108,0,百位,1102,十位,20,个位,0
8109,0,百位,1103,十位,21,个位,1
8110,0,百位,1104,十位,22,个位,2
8111,0,百位,1105,十位,23,个位,3
8112,0,百位,1106,十位,24,个位,4
8113,0,百位,1107,十位,25,个位,5
8114,0,百位,1108,十位,26,个位,6
8115,0,百位,1109,十位,27,个位,7
8116,0,百位,1110,十位,28,个位,8
8117,0,百位,1111,十位,29,个位,9
8118,0,百位,1112,十位,30,个位,10
8119,0,百位,1113,十位,31,个位,11
8120,0,百位,1114,十位,32,个位,12
8121,0,百位,1115,十位,33,个位,13
8122,0,百位,1116,十位,34,个位,14
8123,0,百位,1117,十位,35,个位,15
8124,0,百位,1118,十位,36,个位,16
8125,0,百位,1119,十位,0,个位,17
8126,0,百位,1120,十位,1,个位,18
8127,0,百位,1121,十位,2,个位,19
8128,0,百位,1122,十位,3,个位,20
8129,0,百位,1123,十位,4,个位,21
8130,0,百位,1124,十位,5,个位,0
8131,0,百位,1125,十位,0,个位,1
8132,0,百位,1126,十位,1,个位,2
8133,0,百位,1127,十位,2,个位,3
8134,0,百位,1128,十位,3,个位,4
8135,0,百位,1129,十位,4,个位,5
8136,0,百位,1130,十位,5,个位,6
8138,0,百位,1131,十位,6,个位,7
8139,0,百位,1132,十位,7,个位,8
8140,0,百位,1133,十位,8,个位,9
8141,0,百位,1134,十位,9,个位,10
8142,0,百位,1135,十位,10,个位,11
8143,0,百位,1136,十位,11,个位,12
8144,0,百位,1137,十位,12,个位,13
8146,0,百位,1138,十位,13,个位,14
8147,0,百位,1139,十位,14,个位,15
8148,0,百位,1140,十位,15,个位,16
8149,0,百位,1141,十位,16,个位,17
8150,0,百位,1142,十位,17,个位,18
8151,0,百位,1143,十位,18,个位,19
8152,0,百位,1144,十位,19,个位,20
8153,0,百位,1145,十位,20,个位,21
8154,0,百位,1146,十位,21,个位,22
8155,0,百位,1147,十位,22,个位,0
8157,0,百位,1148,十位,23,个位,1
8158,0,百位,1149,十位,24,个位,2
8159,0,百位,1150,十位,0,个位,3
8160,0,百位,1151,十位,0,个位,4
8161,0,百位,1152,十位,1,个位,5
8162,0,百位,1153,十位,2,个位,6
8163,0,百位,1154,十位,3,个位,7
8164,0,百位,1155,十位,0,个位,8
8165,0,百位,1156,十位,1,个位,9
8166,0,百位,1157,十位,2,个位,0
8167,0,百位,1158,十位,3,个位,0
8168,0,百位,1159,十位,4,个位,1
8169,0,百位,1160,十位,5,个位,2
8170,0,百位,1161,十位,6,个位,3
8171,0,百位,1162,十位,7,个位,4
8172,0,百位,1163,十位,8,个位,5
8173,0,百位,1164,十位,9,个位,6
8174,0,百位,1165,十位,10,个位,7
8175,0,百位,1166,十位,11,个位,8
8176,0,百位,1167,十位,12,个位,9
8177,0,百位,1168,十位,13,个位,10
8178,0,百位,1169,十位,0,个位,11
8179,0,百位,1170,十位,1,个位,12
8180,0,百位,1171,十位,2,个位,13
8181,0,百位,1172,十位,3,个位,14
8183,0,百位,1173,十位,4,个位,15
8184,0,百位,1174,十位,5,个位,16
8186,0,百位,1175,十位,6,个位,0
8187,0,百位,1176,十位,7,个位,1
8188,0,百位,1177,十位,0,个位,2
8190,0,百位,1178,十位,1,个位,3
8191,0,百位,1179,十位,2,个位,4
8192,0,百位,1180,十位,3,个位,5
8193,0,百位,1181,十位,4,个位,6
8194,0,百位,1182,十位,0,个位,7
8195,0,百位,1183,十位,1,个位,8
8196,0,百位,1184,十位,2,个位,9
8197,0,百位,1185,十位,3,个位,10
8199,0,百位,1186,十位,4,个位,11
8200,0,百位,1187,十位,5,个位,12
8201,0,百位,1188,十位,0,个位,13
8202,0,百位,1189,十位,1,个位,14
8203,0,百位,1190,十位,2,个位,15
8204,0,百位,1191,十位,3,个位,16
8206,0,百位,1192,十位,4,个位,17
8208,0,百位,1193,十位,5,个位,0
8209,0,百位,1194,十位,6,个位,1
8211,0,百位,1195,十位,7,个位,2
8212,0,百位,1196,十位,8,个位,3
8213,0,百位,1197,十位,9,个位,4
8214,0,百位,1198,十位,10,个位,0
8215,0,百位,1199,十位,11,个位,1
8216,0,百位,1200,十位,12,个位,2
8218,0,百位,1201,十位,13,个位,3
8219,0,百位,1202,十位,14,个位,4
8220,0,百位,1203,十位,15,个位,5
